# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/pangenome_matrix_t0__core_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f 0

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 17564
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 3441 Pfams set2 = 3863 Pfams

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=12055 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF02852	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
PF03061	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Thioesterase superfamily
PF03126	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Plus-3 domain
PF03619	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Organic solute transporter Ostalpha
PF04142	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Nucleotide-sugar transporter
PF04258	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Signal peptide peptidase
PF04545	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Sigma-70, region 4
PF05116	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Sucrose-6F-phosphate phosphohydrolase
PF05701	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Weak chloroplast movement under blue light
PF06814	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	Lung seven transmembrane receptor
PF11834	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	KHA, dimerisation domain of potassium ion channel
PF18044	5	7	4.148e-04	3.579e-04	5.082e-01	9.394e-01	CCCH-type zinc finger
PF02309	16	25	1.327e-03	1.278e-03	5.122e-01	9.394e-01	AUX/IAA family
PF01546	8	12	6.636e-04	6.136e-04	5.158e-01	9.394e-01	Peptidase family M20/M25/M40
PF01585	8	12	6.636e-04	6.136e-04	5.158e-01	9.394e-01	G-patch domain
PF01985	8	12	6.636e-04	6.136e-04	5.158e-01	9.394e-01	CRS1 / YhbY (CRM) domain
PF02535	8	12	6.636e-04	6.136e-04	5.158e-01	9.394e-01	ZIP Zinc transporter
PF04116	8	12	6.636e-04	6.136e-04	5.158e-01	9.394e-01	Fatty acid hydroxylase superfamily
PF12906	8	12	6.636e-04	6.136e-04	5.158e-01	9.394e-01	RING-variant domain
PF00403	19	30	1.576e-03	1.534e-03	5.171e-01	9.394e-01	Heavy-metal-associated domain
PF00561	11	17	9.125e-04	8.692e-04	5.213e-01	9.394e-01	alpha/beta hydrolase fold
PF00248	14	22	1.161e-03	1.125e-03	5.257e-01	9.394e-01	Aldo/keto reductase family
PF14543	14	22	1.161e-03	1.125e-03	5.257e-01	9.394e-01	Xylanase inhibitor N-terminal
PF13812	56	91	4.645e-03	4.653e-03	5.350e-01	9.394e-01	Pentatricopeptide repeat domain
PF00011	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	Hsp20/alpha crystallin family
PF00191	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	Annexin
PF00224	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	Pyruvate kinase, barrel domain
PF00447	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	HSF-type DNA-binding
PF00483	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	Nucleotidyl transferase
PF00505	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	HMG (high mobility group) box
PF01105	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	emp24/gp25L/p24 family/GOLD
PF01612	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	3'-5' exonuclease
PF02985	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	HEAT repeat
PF03647	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	Transmembrane proteins 14C
PF07526	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	Associated with HOX
PF08370	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	Plant PDR ABC transporter associated
PF11926	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	Domain of unknown function (DUF3444)
PF17871	6	9	4.977e-04	4.602e-04	5.378e-01	9.394e-01	AAA lid domain
PF00092	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	von Willebrand factor type A domain
PF00162	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Phosphoglycerate kinase
PF00203	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal protein S19
PF00285	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Citrate synthase, C-terminal domain
PF00298	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal protein L11, RNA binding domain
PF00327	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal protein L30p/L7e
PF00330	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Aconitase family (aconitate hydratase)
PF00466	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal protein L10
PF00572	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal protein L13
PF00573	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal protein L4/L1 family
PF00658	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Poly-adenylate binding protein, unique domain
PF00805	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Pentapeptide repeats (8 copies)
PF00828	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A
PF00867	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	XPG I-region
PF00941	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	FAD binding domain in molybdopterin dehydrogenase
PF00962	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Adenosine/AMP deaminase
PF01039	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Carboxyl transferase domain
PF01163	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	RIO1 family
PF01191	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	RNA polymerase Rpb5, C-terminal domain
PF01207	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Dihydrouridine synthase (Dus)
PF01239	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Protein prenyltransferase alpha subunit repeat
PF01246	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal protein L24e
PF01287	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold
PF01326	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Pyruvate phosphate dikinase, AMP/ATP-binding domain
PF01417	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	ENTH domain
PF01435	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Peptidase family M48
PF01488	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Shikimate / quinate 5-dehydrogenase
PF01636	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Phosphotransferase enzyme family
PF01641	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	SelR domain
PF01661	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Macro domain
PF01728	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	FtsJ-like methyltransferase
PF01758	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Sodium Bile acid symporter family
PF01780	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal L37ae protein family
PF02020	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	eIF4-gamma/eIF5/eIF2-epsilon
PF02149	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Kinase associated domain 1
PF02151	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	UvrB/uvrC motif
PF02567	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Phenazine biosynthesis-like protein
PF02812	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF02910	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Fumarate reductase flavoprotein C-term
PF02991	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Autophagy protein Atg8 ubiquitin like
PF03450	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	CO dehydrogenase flavoprotein C-terminal domain
PF03871	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	RNA polymerase Rpb5, N-terminal domain
PF03946	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Ribosomal protein L11, N-terminal domain
PF03959	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Serine hydrolase (FSH1)
PF04193	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	PQ loop repeat
PF04199	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Putative cyclase
PF04483	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Protein of unknown function (DUF565)
PF04926	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Poly(A) polymerase predicted RNA binding domain
PF05705	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Eukaryotic protein of unknown function (DUF829)
PF05757	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Oxygen evolving enhancer protein 3 (PsbQ)
PF06101	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Vacuolar protein sorting-associated protein 62
PF06472	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	ABC transporter transmembrane region 2
PF06747	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	CHCH domain
PF06964	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Alpha-L-arabinofuranosidase C-terminal domain
PF07479	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
PF07500	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Transcription factor S-II (TFIIS), central domain
PF07683	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Cobalamin synthesis protein cobW C-terminal domain
PF07839	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Plant calmodulin-binding domain
PF07876	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Stress responsive A/B Barrel Domain
PF08212	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Lipocalin-like domain
PF08242	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Methyltransferase domain
PF09409	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	PUB domain
PF09811	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Essential protein Yae1, N terminal
PF12076	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	WAX2 C-terminal domain
PF12428	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Protein of unknown function (DUF3675)
PF12624	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	N-terminal region of Chorein or VPS13
PF12678	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	RING-H2 zinc finger domain
PF13347	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	MFS/sugar transport protein
PF13370	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	4Fe-4S single cluster domain of Ferredoxin I
PF13513	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	HEAT-like repeat
PF14569	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Zinc-binding RING-finger
PF14580	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Leucine-rich repeat
PF14709	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	double strand RNA binding domain from DEAD END PROTEIN 1
PF16661	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Metallo-beta-lactamase superfamily domain
PF16845	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Aspartic acid proteinase inhibitor
PF17942	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	Morc6 ribosomal protein S5 domain 2-like
PF19088	3	4	2.489e-04	2.045e-04	5.389e-01	9.394e-01	TUTase nucleotidyltransferase domain
PF03357	9	14	7.466e-04	7.158e-04	5.393e-01	9.394e-01	Snf7
PF13520	9	14	7.466e-04	7.158e-04	5.393e-01	9.394e-01	Amino acid permease
PF14008	9	14	7.466e-04	7.158e-04	5.393e-01	9.394e-01	Iron/zinc purple acid phosphatase-like protein C
PF00646	30	49	2.489e-03	2.505e-03	5.540e-01	9.394e-01	F-box domain
PF00025	13	21	1.078e-03	1.074e-03	5.597e-01	9.394e-01	ADP-ribosylation factor family
PF03169	13	21	1.078e-03	1.074e-03	5.597e-01	9.394e-01	OPT oligopeptide transporter protein
PF00515	10	16	8.295e-04	8.181e-04	5.601e-01	9.394e-01	Tetratricopeptide repeat
PF13418	10	16	8.295e-04	8.181e-04	5.601e-01	9.394e-01	Galactose oxidase, central domain
PF14416	10	16	8.295e-04	8.181e-04	5.601e-01	9.394e-01	PMR5 N terminal Domain
PF00982	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	Glycosyltransferase family 20
PF02373	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	JmjC domain, hydroxylase
PF02714	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	Calcium-dependent channel, 7TM region, putative phosphate
PF03468	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	XS domain
PF03798	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	TLC domain
PF05920	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	Homeobox KN domain
PF14309	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	Domain of unknown function (DUF4378)
PF16212	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	Phospholipid-translocating P-type ATPase C-terminal
PF16561	7	11	5.807e-04	5.624e-04	5.623e-01	9.394e-01	Glycogen recognition site of AMP-activated protein kinase
PF00080	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Copper/zinc superoxide dismutase (SODC)
PF00096	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Zinc finger, C2H2 type
PF00312	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Ribosomal protein S15
PF00533	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	BRCA1 C Terminus (BRCT) domain
PF00724	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	NADH:flavin oxidoreductase / NADH oxidase family
PF00753	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Metallo-beta-lactamase superfamily
PF00804	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Syntaxin
PF00924	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Mechanosensitive ion channel
PF01066	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	CDP-alcohol phosphatidyltransferase
PF01088	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Ubiquitin carboxyl-terminal hydrolase, family 1
PF01373	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Glycosyl hydrolase family 14
PF01565	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	FAD binding domain
PF01650	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Peptidase C13 family
PF01794	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Ferric reductase like transmembrane component
PF01823	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	MAC/Perforin domain
PF02037	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	SAP domain
PF02183	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Homeobox associated leucine zipper
PF02737	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
PF02782	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	FGGY family of carbohydrate kinases, C-terminal domain
PF03364	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Polyketide cyclase / dehydrase and lipid transport
PF03398	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Regulator of Vps4 activity in the MVB pathway
PF03463	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	eRF1 domain 1
PF03464	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	eRF1 domain 2
PF04101	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Glycosyltransferase family 28 C-terminal domain
PF04928	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Poly(A) polymerase central domain
PF05184	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Saposin-like type B, region 1
PF05212	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Protein of unknown function (DUF707)
PF05577	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Serine carboxypeptidase S28
PF06027	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Solute carrier family 35
PF06418	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	CTP synthase N-terminus
PF08414	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Respiratory burst NADPH oxidase
PF08544	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	GHMP kinases C terminal
PF09713	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Plant protein 1589 of unknown function (A_thal_3526)
PF10584	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Proteasome subunit A N-terminal signature
PF12874	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Zinc-finger of C2H2 type
PF13334	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Domain of unknown function (DUF4094)
PF13649	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	Methyltransferase domain
PF16495	4	6	3.318e-04	3.068e-04	5.699e-01	9.394e-01	SWIRM-associated region 1
PF00230	11	18	9.125e-04	9.203e-04	5.786e-01	9.394e-01	Major intrinsic protein
PF00063	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	Myosin head (motor domain)
PF00635	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	MSP (Major sperm protein) domain
PF00641	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	Zn-finger in Ran binding protein and others
PF01248	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
PF01852	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	START domain
PF02364	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	1,3-beta-glucan synthase component
PF03765	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	CRAL/TRIO, N-terminal domain
PF04749	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	PLAC8 family
PF05653	8	13	6.636e-04	6.647e-04	5.832e-01	9.394e-01	Magnesium transporter NIPA
PF13499	36	60	2.986e-03	3.068e-03	5.889e-01	9.394e-01	EF-hand domain pair
PF00160	18	30	1.493e-03	1.534e-03	5.899e-01	9.394e-01	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF04434	18	30	1.493e-03	1.534e-03	5.899e-01	9.394e-01	SWIM zinc finger
PF00022	15	25	1.244e-03	1.278e-03	5.919e-01	9.394e-01	Actin
PF14541	15	25	1.244e-03	1.278e-03	5.919e-01	9.394e-01	Xylanase inhibitor C-terminal
PF00166	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	Chaperonin 10 Kd subunit
PF00202	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	Aminotransferase class-III
PF00385	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	Chromo (CHRromatin Organisation MOdifier) domain
PF00467	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	KOW motif
PF00550	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	Phosphopantetheine attachment site
PF00719	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	Inorganic pyrophosphatase
PF01569	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	PAP2 superfamily
PF01740	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	STAS domain
PF03009	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	Glycerophosphoryl diester phosphodiesterase family
PF04570	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	zinc-finger of the FCS-type, C2-C2
PF04727	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	ELMO/CED-12 family
PF07899	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	Frigida-like protein
PF08022	5	8	4.148e-04	4.090e-04	5.938e-01	9.394e-01	FAD-binding domain
PF02201	9	15	7.466e-04	7.669e-04	6.015e-01	9.394e-01	SWIB/MDM2 domain
PF04755	9	15	7.466e-04	7.669e-04	6.015e-01	9.394e-01	PAP_fibrillin
PF06507	9	15	7.466e-04	7.669e-04	6.015e-01	9.394e-01	Auxin response factor
PF00892	13	22	1.078e-03	1.125e-03	6.107e-01	9.394e-01	EamA-like transporter family
PF03141	13	22	1.078e-03	1.125e-03	6.107e-01	9.394e-01	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF00412	6	10	4.977e-04	5.113e-04	6.136e-01	9.394e-01	LIM domain
PF00790	6	10	4.977e-04	5.113e-04	6.136e-01	9.394e-01	VHS domain
PF00917	6	10	4.977e-04	5.113e-04	6.136e-01	9.394e-01	MATH domain
PF02874	6	10	4.977e-04	5.113e-04	6.136e-01	9.394e-01	ATP synthase alpha/beta family, beta-barrel domain
PF03083	6	10	4.977e-04	5.113e-04	6.136e-01	9.394e-01	Sugar efflux transporter for intercellular exchange
PF03127	6	10	4.977e-04	5.113e-04	6.136e-01	9.394e-01	GAT domain
PF05903	6	10	4.977e-04	5.113e-04	6.136e-01	9.394e-01	PPPDE putative peptidase domain
PF16135	6	10	4.977e-04	5.113e-04	6.136e-01	9.394e-01	Tify domain binding domain
PF00501	20	34	1.659e-03	1.738e-03	6.161e-01	9.394e-01	AMP-binding enzyme
PF00016	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribulose bisphosphate carboxylase large chain, catalytic domain
PF00018	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SH3 domain
PF00034	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytochrome c
PF00042	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Globin
PF00059	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Lectin C-type domain
PF00174	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Oxidoreductase molybdopterin binding domain
PF00204	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DNA gyrase B
PF00257	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Dehydrin
PF00265	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Thymidine kinase
PF00268	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribonucleotide reductase, small chain
PF00275	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF00278	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00301	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Rubredoxin
PF00317	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribonucleotide reductase, all-alpha domain
PF00331	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl hydrolase family 10
PF00373	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	FERM central domain
PF00384	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Molybdopterin oxidoreductase
PF00391	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PEP-utilising enzyme, mobile domain
PF00395	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	S-layer homology domain
PF00449	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Urease alpha-subunit, N-terminal domain
PF00456	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transketolase, thiamine diphosphate binding domain
PF00468	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosomal protein L34
PF00478	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	IMP dehydrogenase / GMP reductase domain
PF00491	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Arginase family
PF00544	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pectate lyase
PF00567	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Tudor domain
PF00576	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HIUase/Transthyretin family
PF00580	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	UvrD/REP helicase N-terminal domain
PF00585	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	C-terminal regulatory domain of Threonine dehydratase
PF00586	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	AIR synthase related protein, N-terminal domain
PF00591	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl transferase family, a/b domain
PF00595	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PDZ domain
PF00596	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Class II Aldolase and Adducin N-terminal domain
PF00648	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Calpain family cysteine protease
PF00670	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
PF00677	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Lumazine binding domain
PF00697	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF00698	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Acyl transferase domain
PF00750	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	tRNA synthetases class I (R)
PF00752	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	XPG N-terminal domain
PF00754	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	F5/8 type C domain
PF00764	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Arginosuccinate synthase
PF00780	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CNH domain
PF00784	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MyTH4 domain
PF00786	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	P21-Rho-binding domain
PF00792	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphoinositide 3-kinase C2
PF00793	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DAHP synthetase I family
PF00809	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pterin binding enzyme
PF00815	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Histidinol dehydrogenase
PF00832	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosomal L39 protein
PF00848	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ring hydroxylating alpha subunit (catalytic domain)
